City,Count
"Newton, NJ",56
"Friendswood, TX",56
"Blaine, WA",56
"Mount Laurel, NJ",56
"baltimore, MD",56
"Morrisville, NC",56
"Antioch, TN",56
"Brookfield, WI",56
"Turlock, CA",56
"Benicia, CA",56
"Stratford, CT",56
"New Braunfels, TX",56
"Cotati, CA",56
"Foster City, CA",56
"Wesley Chapel, FL",56
"Inglewood, CA",56
"Aiken, SC",56
"Lakeville, MN",56
"Greensburg, PA",56
"New Britain, CT",56
"Jackson, WY",56
"Newport, RI",56
"Clinton Township, MI",56
"Goose Creek, SC",56
"Orangevale, CA",55
"boulder, CO",55
"Elk Grove Village, IL",55
"Ramona, CA",55
"Coppell, TX",55
"Goshen, IN",55
"Agoura Hills, CA",55
"Truckee, CA",55
"Kettering, OH",55
"Maple Grove, MN",55
"Teaneck, NJ",55
"Midland, TX",55
"Powell, OH",55
"Crofton, MD",55
"Apple Valley, CA",55
"Ferndale, WA",55
"Westford, MA",55
"Dover, DE",55
"Chino Hills, CA",55
"Endicott, NY",55
"Topanga, CA",55
"Port Charlotte, FL",55
"Rockwall, TX",54
"Taylorsville, UT",54
"Coon Rapids, MN",54
"Greenbelt, MD",54
"Wasilla, AK",54
"Coatesville, PA",54
"Burlington, MA",54
"Starkville, MS",54
"Paducah, KY",54
"Brea, CA",54
"Gastonia, NC",54
"Oxford, OH",54
"Placerville, CA",54
"Arlington, WA",54
"Howell, MI",54
"Oswego, IL",54
"Stony Brook, NY",54
"Magnolia, TX",54
"Calabasas, CA",54
"Missouri City, TX",54
"Verona, WI",54
"Mundelein, IL",54
"Hawthorne, CA",53
"Seal Beach, CA",53
"West Orange, NJ",53
"Elmhurst, NY",53
"Chino, CA",53
"Malvern, PA",53
"Orland Park, IL",53
"Spartanburg, SC",53
"Wooster, OH",53
"Weston, FL",53
"Granger, IN",53
"Attleboro, MA",53
"Bensalem, PA",53
"Dallas, GA",53
"Oak Lawn, IL",53
"berkeley, CA",53
"El Dorado Hills, CA",53
"Roseville, MN",53
"Seaside, CA",53
"North Richland Hills, TX",53
"Waterloo, IA",53
"Rego Park, NY",53
"Parma, OH",53
"Lake Mary, FL",53
"Urbandale, IA",53
"Milton, FL",52
"Pahoa, HI",52
"Bonita Springs, FL",52
"Moline, IL",52
"North Tonawanda, NY",52
"Utica, NY",52
"Palm Desert, CA",52
"Sioux City, IA",52
"Great Falls, MT",52
"Hesperia, CA",52
"Shelton, WA",52
"Rogers, AR",52
"Woodridge, IL",52
"Wylie, TX",52
"Cincinnati, NY",52
"Mooresville, NC",52
"Carol Stream, IL",52
"Montgomery Village, MD",52
"Pleasant Grove, UT",52
"pittsburgh, PA",52
"Walnut, CA",52
"San Gabriel, CA",52
"Cerritos, CA",52
"Minot, ND",52
"Bowling Green, OH",52
"St. Charles, MO",52
"Bryn Mawr, PA",52
"mesa, AZ",52
"Oak Harbor, WA",52
"Newhall, CA",51
"Kensington, MD",51
"Rochester, NJ",51
"Crown Point, IN",51
"Victoria, TX",51
"New Smyrna Beach, FL",51
"Windsor, CA",51
"Smyrna, TN",51
"Voorhees, NJ",51
"Valdosta, GA",51
"Deerfield, IL",51
"Fayetteville, GA",51
"Spring Valley, CA",51
"Martinsburg, WV",51
"Findlay, OH",51
"AUSTIN, TX",51
"Las Vegas, NH",51
"Brandon, MS",51
"Westfield, NJ",51
"Tarrytown, NY",51
"El Segundo, CA",51
"Strongsville, OH",51
"Scotch Plains, NJ",51
"Deland, FL",51
"Cleveland Heights, OH",51
"Greer, SC",51
"Frankfort, KY",51
"Mount Prospect, IL",51
"Ridgewood, NJ",51
"tampa, FL",51
"Monroe, NC",50
"Bedford, MA",50
"Westlake Village, CA",50
"Livingston, NJ",50
"Brentwood, CA",50
"Libertyville, IL",50
"Wilton, CT",50
"Mukilteo, WA",50
"Westfield, MA",50
"Makawao, HI",50
"Saint Charles, IL",50
"Laguna Hills, CA",50
"Marquette, MI",50
"Cockeysville, MD",50
"Redford, MI",50
"Mentor, OH",50
"Sequim, WA",50
"Cocoa, FL",50
"Pittsburgh, OK",50
"Hacienda Heights, CA",50
"Temple, TX",50
"Shelton, CT",49
"Johnstown, PA",49
"Northville, MI",49
"Lewisburg, PA",49
"Wausau, WI",49
"Galveston, TX",49
"Bentonville, AR",49
"bronx, NY",49
"Taylor, MI",49
"Kokomo, IN",49
"Camas, WA",49
"El Sobrante, CA",49
"West Sacramento, CA",49
"Washington, CT",49
"East Stroudsburg, PA",49
"Mason, OH",49
"Wellington, FL",49
"Tonawanda, NY",49
"Collingswood, NJ",49
"Tinley Park, IL",49
"Ann Arbor, ME",49
"Parsippany, NJ",49
"Odessa, TX",49
"Middletown, OH",49
"Aloha, OR",49
"Mandeville, LA",49
"Perris, CA",49
"Bartlett, IL",49
"Hollywood, CA",49
"Half Moon Bay, CA",49
"Winona, MN",49
"Franklin, MA",49
"Silver City, NM",48
"Coeur D Alene, ID",48
"Happy Valley, OR",48
"Newark, OH",48
"Germantown, TN",48
"Shakopee, MN",48
"West Valley City, UT",48
"Madison Heights, MI",48
"New Bern, NC",48
"Jackson, NJ",48
"salt lake city, UT",48
"Brooklyn Park, MN",48
"Quincy, IL",48
"Ashland, KY",48
"Baytown, TX",48
"Camp Hill, PA",48
"Marion, IA",48
"Yelm, WA",48
"Odenton, MD",48
"Macomb, MI",48
"Saline, MI",48
"Las Vegas, NE",48
"Oakland, AZ",48
"omaha, NE",48
"Elkins Park, PA",48
"Sunland, CA",48
"Forest Grove, OR",48
"Denville, NJ",48
"Drexel Hill, PA",47
"Bay City, MI",47
"Mission, KS",47
"Marblehead, MA",47
"Rancho Santa Margarita, CA",47
"Warminster, PA",47
"Richmond, KY",47
"Cape Girardeau, MO",47
"Battle Ground, WA",47
"Braintree, MA",47
"charlotte, NC",47
"Saint Clair Shores, MI",47
"Easley, SC",47
"North Andover, MA",47
"Gurnee, IL",47
"Felton, CA",47
"Carbondale, CO",47
"Albuquerque, ND",47
"Round Lake, IL",47
"Kapaa, HI",47
"Yuba City, CA",47
"Nottingham, MD",47
"Port Richey, FL",47
"Weymouth, MA",47
"Wheeling, IL",47
"Mansfield, OH",47
"Newburyport, MA",47
"Springville, UT",47
"Covington, LA",47
"Wenatchee, WA",47
"Highland, NY",47
"Brooksville, FL",47
"Buda, TX",47
"Bear, DE",47
"Langhorne, PA",47
"Goodyear, AZ",47
"Oceanside, NY",46
"Hoover, AL",46
"Council Bluffs, IA",46
"Hurst, TX",46
"Windsor, CT",46
"Long Beach, NY",46
"Saint Cloud, MN",46
"Ridgecrest, CA",46
"Jacksonville, NC",46
"Wayne, NJ",46
"Williamsport, PA",46
"Milwaukee, VI",46
"Richfield, MN",46
"Reynoldsburg, OH",46
"nashville, TN",46
"Burien, WA",46
"Caldwell, ID",46
"Hood River, OR",46
"Lincoln, CA",46
"Milton, MA",46
"Lititz, PA",46
"McAllen, TX",46
"Woburn, MA",46
"Clackamas, OR",46
"Maricopa, AZ",46
"Saint Joseph, MO",46
"Batavia, IL",46
"San Jose, AZ",46
"Plant City, FL",46
"Bethel Park, PA",45
"Baltimore, MA",45
"Edwardsville, IL",45
"Riverton, UT",45
"Yorktown, VA",45
"Georgetown, KY",45
"Fort Worth, SD",45
"Elkton, MD",45
"Monterey Park, CA",45
"Rome, GA",45
"Apple Valley, MN",45
"Fort Pierce, FL",45
"Chelmsford, MA",45
"South Orange, NJ",45
"Corte Madera, CA",45
"Suffolk, VA",45
"Ambler, PA",45
"Biloxi, MS",45
"Painesville, OH",45
"Kyle, TX",45
"Saugerties, NY",45
"Dearborn Heights, MI",45
"Morrisville, PA",45
"Coos Bay, OR",45
"Monroe, WA",45
"Chesterfield, VA",45
"Weatherford, TX",45
"Wappingers Falls, NY",45
"Ithaca, NJ",45
"Richmond, IN",45
"Cary, IL",45
"albuquerque, NM",45
"Covington, KY",45
"American Fork, UT",45
"Rome, NY",44
"MIAMI, FL",44
"Newtown, PA",44
"West Haven, CT",44
"Johns Creek, GA",44
"richmond, VA",44
"North Brunswick, NJ",44
"Tucson, AL",44
"New City, NY",44
"Wilsonville, OR",44
"Merrick, NY",44
"Kew Gardens, NY",44
"Twin Falls, ID",44
"Fort Bragg, CA",44
"La Quinta, CA",44
"Moraga, CA",44
"Summit, NJ",44
"Dekalb, IL",44
"West Bend, WI",44
"North Little Rock, AR",44
"Groton, CT",44
"Reading, MA",44
"Washington DC, DC",44
"Hudson, WI",44
"Tehachapi, CA",44
"Lodi, CA",43
"Green Valley, AZ",43
"North Charleston, SC",43
"Elyria, OH",43
"Ewa Beach, HI",43
"Yardley, PA",43
"Merrimack, NH",43
"Inver Grove Heights, MN",43
"Chagrin Falls, OH",43
"Astoria, OR",43
"Pickerington, OH",43
"Guilford, CT",43
"Winter Garden, FL",43
"Waukegan, IL",43
"North Bend, WA",43
"Mansfield, TX",43
"Vestal, NY",43
"Talent, OR",43
"Granbury, TX",43
"La Habra, CA",43
"Zionsville, IN",43
"rochester, NY",43
"Milford, NH",43
"Conshohocken, PA",43
"Hamilton, NJ",43
"Wakefield, RI",43
"Statesboro, GA",43
"Rockledge, FL",43
"Haiku, HI",43
"Evans, GA",43
"Salisbury, NC",43
"Blaine, MN",43
"Alexandria, TX",42
"Massillon, OH",42
"West Roxbury, MA",42
"Pacific Grove, CA",42
"Carmel, NY",42
"SAN DIEGO, CA",42
"Hanover Park, IL",42
"Marina, CA",42
"Dana Point, CA",42
"Healdsburg, CA",42
"Fort Walton Beach, FL",42
"Marina del Rey, CA",42
"Salem, VA",42
"Weaverville, NC",42
"New Brighton, MN",42
"Newburgh, NY",42
"Leawood, KS",42
"Grove City, OH",42
"Sykesville, MD",42
"Stow, OH",42
"Guerneville, CA",42
"Londonderry, NH",42
"Clayton, NC",42
"Silverdale, WA",42
"Norwood, MA",42
"Millbrae, CA",42
"Great Neck, NY",42
"Norwalk, CA",42
"Del Mar, CA",42
"Avon, CT",42
"Peabody, MA",42
"Warren, OH",42
"Sun City, AZ",42
"Centerville, OH",42
"Wayland, MA",42
"Roseville, MI",42
"Dayton, NV",42
"Hanford, CA",42
"Taos, NM",42
"Birmingham, MI",42
"Delmar, NY",42
"Westlake, OH",42
"Pinellas Park, FL",42
"Beacon, NY",42
"Port Washington, NY",42
"colorado springs, CO",42
"Peachtree City, GA",42
"Lexington, NC",42
"Flemington, NJ",42
"Washington, PA",42
"Miramar, FL",41
"Fountain Hills, AZ",41
"Mendocino, CA",41
"Gulf Breeze, FL",41
"Norwich, CT",41
"Chambersburg, PA",41
"Huntsville, TX",41
"Ben Lomond, CA",41
"Rexburg, ID",41
"Edinburg, TX",41
"Pasco, WA",41
"Carrollton, GA",41
"Bronxville, NY",41
"Severn, MD",41
"Port Huron, MI",41
"Merritt Island, FL",41
"Hutchinson, KS",41
"Wheeling, WV",41
"Jeffersonville, IN",41
"Severna Park, MD",41
"Black Mountain, NC",41
"Florence, KY",41
"new orleans, LA",41
"Hudson, NH",41
"Bala Cynwyd, PA",41
"Menifee, CA",41
"Taunton, MA",41
"Addison, TX",41
"Grandville, MI",41
"Frankfort, IL",41
"Lake Orion, MI",41
"Olive Branch, MS",41
"Warrenton, VA",41
"Biddeford, ME",41
"Zephyrhills, FL",41
"Savage, MN",41
"Fenton, MO",41
"Rialto, CA",41
"Hudson, OH",41
"Nixa, MO",41
"Hicksville, NY",41
"Fairmont, WV",41
"Woodland Park, CO",41
"Lakeside, CA",41
"Edgewater, MD",41
"Revere, MA",41
"Roswell, NM",41
"Lehigh Acres, FL",41
"Oakton, VA",41
"Land O Lakes, FL",41
"Billerica, MA",40
"Saint George, UT",40
"Satellite Beach, FL",40
"Willits, CA",40
"Spanaway, WA",40
"santa cruz, CA",40
"Menomonee Falls, WI",40
"Clearfield, UT",40
"White Lake, MI",40
"New Castle, DE",40
"Middleboro, MA",40
"Jackson, TN",40
"Indio, CA",40
"Fresh Meadows, NY",40
"Newtown, CT",40
"Platteville, WI",40
"Mission, TX",40
"Monument, CO",40
"Brunswick, OH",40
"Harleysville, PA",40
"Waxhaw, NC",40
"Geneva, IL",40
"Hanover, NH",40
"La Puente, CA",40
"Munster, IN",40
"Streamwood, IL",40
"Sherwood, OR",40
"Fairborn, OH",40
"Fernandina Beach, FL",40
"Kearney, NE",40
"Los Alamitos, CA",40
"spokane, WA",40
"Miami, DE",40
"Northglenn, CO",40
"Fenton, MI",40
"St. Louis Park, MN",40
"Antelope, CA",40
"Woodstock, IL",40
"Monroe, LA",40
"Belleville, NJ",40
"Liberty, MO",40
"Indianapolis, ID",40
"Raleigh, NJ",40
"Baldwinsville, NY",40
"Emmaus, PA",40
"Lockport, NY",40
"Aberdeen, WA",40
"Freehold, NJ",40
"Chicopee, MA",39
"Euclid, OH",39
"Mesa, AR",39
"Chaska, MN",39
"Newburgh, IN",39
"Albany, GA",39
"Okemos, MI",39
"Cathedral City, CA",39
"Westborough, MA",39
"Alamogordo, NM",39
"Everett, MA",39
"Millersville, MD",39
"Massapequa, NY",39
"Queensbury, NY",39
"Lebanon, OR",39
"Burleson, TX",39
"Huntington Station, NY",39
"Park Rapids, MN",39
"Sewell, NJ",39
"Elizabeth, NJ",39
"Waynesville, NC",39
"Tujunga, CA",39
"Elmira, NY",39
"Brunswick, GA",39
"Exeter, NH",39
"kansas city, MO",39
"Riverside, IL",39
"Trumbull, CT",39
"HOUSTON, TX",39
"Rockaway, NJ",39
"Tewksbury, MA",39
"Medford, NJ",39
"Great Falls, VA",39
"La Mirada, CA",39
"Methuen, MA",39
"Bettendorf, IA",39
"Memphis, SC",39
"Enfield, CT",39
"New Berlin, WI",39
"Moore, OK",39
"Fuquay Varina, NC",39
"Worthington, OH",39
"Williamsville, NY",39
"Exton, PA",39
"Mililani, HI",39
"Elizabethtown, PA",39
"Sylvania, OH",39
"Hackensack, NJ",39
"Centereach, NY",39
"Anderson, SC",39
"Sacramento, AZ",39
"Lima, OH",39
"O Fallon, MO",39
"Ossining, NY",39
"Glastonbury, CT",39
"Titusville, FL",39
"Punta Gorda, FL",39
"LAS VEGAS, NV",38
"Canton, MA",38
"Butte, MT",38
"Egg Harbor Township, NJ",38
"Front Royal, VA",38
"Rockville Centre, NY",38
"PHILADELPHIA, PA",38
"Mc Lean, VA",38
"Converse, TX",38
"Azusa, CA",38
"Bristow, VA",38
"Olney, MD",38
"Grand Haven, MI",38
"Clarksburg, MD",38
"Dothan, AL",38
"Oroville, CA",38
"Lewes, DE",38
"Kirksville, MO",38
"Coralville, IA",38
"Union, NJ",38
"Hayden, ID",38
"Gainesville, VA",38
"Salina, KS",38
"Michigan City, IN",38
"santa rosa, CA",38
"River Falls, WI",38
"Leominster, MA",38
"Hamburg, NY",38
"Corning, NY",38
"Manhattan, NY",38
"Carpinteria, CA",38
"Mount Juliet, TN",38
"Berkley, MI",38
"East Meadow, NY",38
"Waterville, ME",38
"Fridley, MN",38
"Ashland, MA",38
"Meriden, CT",38
"Cottonwood, AZ",38
"Little Elm, TX",38
"Elizabethtown, KY",38
"Cumberland, RI",38
"Whitestone, NY",38
"Oswego, NY",38
"Branford, CT",38
"Bennington, VT",38
"Apache Junction, AZ",38
"Powder Springs, GA",38
"Sevierville, TN",38
"El Monte, CA",38
"Parkersburg, WV",38
"La Verne, CA",38
"Morro Bay, CA",38
"Ballston Spa, NY",38
"eugene, OR",38
"OAKLAND, CA",37
"fort worth, TX",37
"Phoenix, AL",37
"Roy, UT",37
"Willowbrook, IL",37
"Sparta, NJ",37
"Hot Springs, AR",37
"Vernon Hills, IL",37
"Fort Lee, NJ",37
"Ardmore, PA",37
"Gardena, CA",37
"Collinsville, IL",37
"Dracut, MA",37
"St. Augustine, FL",37
"Stockbridge, GA",37
"Duvall, WA",37
"Haymarket, VA",37
"SF, CA",37
"Lee's Summit, MO",37
"Davenport, FL",37
"Hudson, FL",37
"Villa Park, IL",37
"Longview, WA",37
"Shaker Heights, OH",37
"Capitola, CA",37
"Lawrenceville, NJ",37
"Halethorpe, MD",37
"Charlotte, NJ",37
"South Gate, CA",37
"Irwin, PA",37
"Southbury, CT",37
"Collierville, TN",37
"Chester, VA",37
"Fairfield, OH",37
"North Kingstown, RI",37
"Bay Shore, NY",37
"Centralia, WA",37
"Bisbee, AZ",37
"Sebastian, FL",37
"Stoughton, MA",37
"Atlanta, FL",37
"Potsdam, NY",37
"Highland, CA",37
"Cottage Grove, MN",37
"Winnetka, IL",37
"Sonora, CA",37
"Madison, NJ",37
"Newberg, OR",37
"Wynnewood, PA",37
"Guaynabo, PR",37
"Lancaster, OH",37
"Cohoes, NY",36
"Louisville, KS",36
"Hudson, MA",36
"Allen Park, MI",36
"raleigh, NC",36
"Buckeye, AZ",36
"Swarthmore, PA",36
"Golden Valley, MN",36
"Hatfield, PA",36
"Spring Hill, TN",36
"Bonney Lake, WA",36
"Westfield, IN",36
"Middletown, NY",36
"Hixson, TN",36
"Pontiac, MI",36
"Cumberland, MD",36
"Florence, AL",36
"Wantagh, NY",36
"Chatham, NJ",36
"Orono, ME",36
"Westbury, NY",36
"Nutley, NJ",36
"Valley Stream, NY",36
"Wexford, PA",36
"Charleston, IL",36
"Lorain, OH",36
"Avondale, AZ",36
"Ada, MI",36
"Lindenhurst, NY",36
"Florence, SC",36
"Oberlin, OH",36
"Kapolei, HI",36
"North Canton, OH",36
"Crossville, TN",36
"Madison, CT",36
"Tarpon Springs, FL",36
"Chesterton, IN",36
"Ocoee, FL",36
"Bluffton, SC",36
"Bayamon, PR",36
"Langley, WA",36
"Quakertown, PA",36
"Redmond, OR",36
"Lewiston, ME",36
"Vineland, NJ",36
"Old Bridge, NJ",36
"La Canada, CA",36
"Hightstown, NJ",36
"Hudsonville, MI",36
"Farmington, NM",36
"Sun Valley, CA",36
"Middlebury, VT",36
"St. Paul, MI",36
"Raleigh, NM",36
"Maitland, FL",36
"Goldsboro, NC",36
"Galesburg, IL",36
"Gibsonia, PA",36
"Smithtown, NY",36
"Shrewsbury, MA",36
"Middleburg, FL",35
"Charlotte, NM",35
"Herriman, UT",35
"Mount Pleasant, MI",35
"North Bergen, NJ",35
"Denham Springs, LA",35
"Leesburg, FL",35
"Lake Forest Park, WA",35
"Pleasantville, NY",35
"Altoona, PA",35
"Emporia, KS",35
"Cheshire, CT",35
"Hatboro, PA",35
"Palmer, AK",35
"Pahrump, NV",35
"Covington, GA",35
"Arnold, MD",35
"Kula, HI",35
"Coraopolis, PA",35
"Howell, NJ",35
"Socorro, NM",35
"Westbrook, ME",35
"Dripping Springs, TX",35
"Knoxville, SC",35
"Columbus, NV",35
"Lebanon, TN",35
"Naugatuck, CT",35
"Berea, KY",35
"Sumter, SC",35
"Rhinebeck, NY",35
"Inverness, FL",35
"San Tan Valley, AZ",35
"Brookfield, IL",35
"Poland, OH",35
"Rosemount, MN",35
"Avon, IN",35
"Kenmore, NY",35
"Salem, OK",35
"Manteca, CA",35
"santa monica, CA",35
"Meadville, PA",35
"madison, WI",35
"North Fort Myers, FL",35
"Bellaire, TX",34
"Kernersville, NC",34
"Wilmington, MA",34
"Southlake, TX",34
"Friday Harbor, WA",34
"DeLand, FL",34
"Newington, CT",34
"Midlothian, TX",34
"Navarre, FL",34
"Ocean Springs, MS",34
"Boise, IA",34
"Paradise, CA",34
"Jenison, MI",34
"De Pere, WI",34
"Tenafly, NJ",34
"Newport, KY",34
"Narberth, PA",34
"Papillion, NE",34
"Oconomowoc, WI",34
"Jenkintown, PA",34
"Windermere, FL",34
"Burlington, NC",34
"Jonesboro, GA",34
"Monroe, MI",34
"South Lyon, MI",34
"West Warwick, RI",34
"tacoma, WA",34
"Bossier City, LA",34
"Lapeer, MI",34
"Vernon, CT",34
"Bemidji, MN",34
"Oneonta, NY",34
"Rosemead, CA",34
"Sharon, MA",34
"Mount Airy, MD",34
"Westmont, IL",34
"Haddonfield, NJ",34
"Doral, FL",34
"Aspen, CO",34
"Sudbury, MA",34
"New Milford, CT",34
"Gettysburg, PA",34
"New Albany, OH",34
"ATLANTA, GA",34
"Fitchburg, MA",34
"Middletown, DE",34
"Imperial Beach, CA",34
"Holly Springs, NC",34
"Yucaipa, CA",34
"Saint Cloud, FL",34
"Yukon, OK",33
"Danville, VA",33
"Arden, NC",33
"Rye, NY",33
"Clovis, NM",33
"Indiana, PA",33
"San Dimas, CA",33
"Macomb, IL",33
"Wadsworth, OH",33
"Spotsylvania, VA",33
"South Hadley, MA",33
"Carmel, CA",33
"Colchester, VT",33
"Aiea, HI",33
"New London, CT",33
"Bedford, NH",33
"santa barbara, CA",33
"Forest Park, IL",33
"Cortland, NY",33
"Lewiston, ID",33
"Lorton, VA",33
"Cave Creek, AZ",33
"Kaysville, UT",33
"King of Prussia, PA",33
"Belchertown, MA",33
"Antioch, IL",33
"Jonesborough, TN",33
"Englewood, FL",33
"Matawan, NJ",33
"Fitchburg, WI",33
"Larkspur, CA",33
"Chestnut Hill, MA",33
"East Elmhurst, NY",33
"Superior, CO",33
"Owensboro, KY",33
"Dunwoody, GA",33
"Algonquin, IL",33
"Gahanna, OH",33
"Kingman, AZ",33
"Cambridge, MD",33
"Miamisburg, OH",33
"Freeport, ME",33
"Troutdale, OR",33
"Great Barrington, MA",33
"SAN JOSE, CA",33
"Pennington, NJ",33
"Taylors, SC",33
"Amherst, NH",33
"Columbia, TN",33
"Mill Creek, WA",33
"Watertown, NY",33
"Cloverdale, CA",33
"Colorado Springs, CA",33
"Scituate, MA",33
"Southington, CT",33
"Hazel Park, MI",33
"Mansfield, MA",33
"Breckenridge, CO",33
"Ponte Vedra Beach, FL",33
"Ashland, OH",33
"Penfield, NY",33
"Enterprise, AL",33
"Levittown, NY",33
"Sanford, NC",33
"Manlius, NY",33
"Union City, NJ",32
"Mount Shasta, CA",32
"Beachwood, OH",32
"Greenbrae, CA",32
"Metuchen, NJ",32
"Carson, CA",32
"Marietta, OH",32
"tulsa, OK",32
"boise, ID",32
"silver spring, MD",32
"Marysville, CA",32
"New Lenox, IL",32
"Portage, IN",32
"Mahwah, NJ",32
"Osseo, MN",32
"Galloway, OH",32
"Los angeles, CA",32
"Cape Elizabeth, ME",32
"Corrales, NM",32
"Kirkwood, MO",32
"Plymouth Meeting, PA",32
"Belton, MO",32
"Charlestown, MA",32
"Larchmont, NY",32
"Eagle, ID",32
"Post Falls, ID",32
"Butler, PA",32
"Martinez, GA",32
"Garden City, NY",32
"Belfast, ME",32
"Berkeley, AZ",32
"Panama City Beach, FL",32
"Danvers, MA",32
"Steamboat Springs, CO",32
"Alamo, CA",32
"Darien, IL",32
"Moses Lake, WA",32
"Cincinnati, NV",32
"St Louis Park, MN",32
"Jacksonville, DE",32
"ny, NY",32
"vancouver, WA",32
"Eastpointe, MI",32
"Margate, FL",32
"Randolph, NJ",32
"Port Chester, NY",32
"St. Peters, MO",32
"Oak Park, MI",32
"Loganville, GA",32
"Grovetown, GA",32
"Huntington Park, CA",32
"North Aurora, IL",32
"Clinton, NY",32
"Kerrville, TX",32
"Stoneham, MA",32
"Loma Linda, CA",32
"Sherwood, AR",32
"Baldwin Park, CA",32
"Neptune, NJ",32
"Prescott Valley, AZ",32
"Burlington, IA",32
"Clinton, MA",32
"Gorham, ME",32
"Torrington, CT",32
"Hackettstown, NJ",32
"Griffin, GA",32
"Romeoville, IL",32
"Winooski, VT",32
"Moorestown, NJ",32
"milwaukee, WI",32
"Sierra Madre, CA",31
"Sandy Springs, GA",31
"Gulfport, MS",31
"Plainsboro, NJ",31
"East Northport, NY",31
"Milford, OH",31
"Wimberley, TX",31
"WASHINGTON, DC",31
"Hopkinton, MA",31
"Casa Grande, AZ",31
"Lansdowne, PA",31
"Stoughton, WI",31
"Greencastle, IN",31
"Yucca Valley, CA",31
"Vail, AZ",31
"Houghton, MI",31
"Elkridge, MD",31
"Carlisle, MA",31
"Maryland Heights, MO",31
"Flushing, MI",31
"Richmond Hill, GA",31
"Coronado, CA",31
"Lake Zurich, IL",31
"Flowery Branch, GA",31
"Wauconda, IL",31
"DeKalb, IL",31
"Irmo, SC",31
"Xenia, OH",31
"Indian Trail, NC",31
"Owasso, OK",31
"North Wales, PA",31
"Oxford, CT",31
"Nacogdoches, TX",31
"Bethpage, NY",31
"Old Hickory, TN",31
"Auburn, ME",31
"durham, NC",31
"Auburn Hills, MI",31
"Hadley, MA",31
"Morton Grove, IL",31
"Cedar City, UT",31
"Ashland, VA",31
"Geneva, NY",31
"Adrian, MI",31
"Barrington, RI",31
"Niles, MI",31
"Plainfield, IN",31
"Canonsburg, PA",31
"Chalfont, PA",31
"Beloit, WI",31
"marietta, GA",31
"Bellflower, CA",31
"Austin, TN",31
"West Monroe, LA",31
"North Miami Beach, FL",31
"Floral Park, NY",31
"Monmouth, OR",31
"West Henrietta, NY",31
"Fredericksburg, TX",31
"Azle, TX",31
"Rowland Heights, CA",31
"Purcellville, VA",31
"Sun City, CA",31
"Farmington, MN",31
"Leavenworth, KS",31
"Magalia, CA",31
"The Villages, FL",31
"Holly, MI",31
"Waipahu, HI",30
"Redding, CT",30
"el paso, TX",30
"Asheville, NM",30
"Washington, IL",30
"Reno, NH",30
"The Dalles, OR",30
"Ronkonkoma, NY",30
"Lahaina, HI",30
"Lenoir, NC",30
"Sandpoint, ID",30
"Trumansburg, NY",30
"Rockford, MI",30
"Pinole, CA",30
"West Chicago, IL",30
"Waxahachie, TX",30
"Bronx, NJ",30
"San diego, CA",30
"Washougal, WA",30
"Windsor, CO",30
"Athens, AL",30
"Shoreview, MN",30
"Hingham, MA",30
"Red Hook, NY",30
"Franklin, WI",30
"Fanwood, NJ",30
"Milford, MI",30
"Rolling Meadows, IL",30
"Canandaigua, NY",30
"Lebanon, OH",30
"Santa Fe, ND",30
"Cranford, NJ",30
"Sycamore, IL",30
"Queens Village, NY",30
"dayton, OH",30
"Suffern, NY",30
"Lemont, IL",30
"Troy, OH",30
"Newmarket, NH",30
"Grosse Pointe, MI",30
"Playa Del Rey, CA",30
"Seabrook, TX",30
"Highland, IN",30
"Boulder, CA",30
"Utica, MI",30
"Garden City, MI",30
"Dedham, MA",30
"White Bear Lake, MN",30
"Decatur, AL",30
"Crestview, FL",30
"Mount Vernon, NY",30
"Bethel, CT",30
"Denison, TX",30
"Boonton, NJ",30
"Hummelstown, PA",30
"Nicholasville, KY",30
"Mequon, WI",30
"Porterville, CA",30
"Southaven, MS",30
"Sandy Hook, CT",30
"Somerville, NJ",30
"Hanover, PA",30
"Newport, OR",30
"Wakefield, MA",30
"Fort Washington, MD",30
"Erlanger, KY",30
"Idyllwild, CA",30
"Russellville, AR",30
"scottsdale, AZ",30
"North Liberty, IA",30
"Gallatin, TN",30
"North Attleboro, MA",30
"Oak Park, CA",30
"Montgomery, TX",30
"Patchogue, NY",30
"Castaic, CA",30
"Mchenry, IL",29
"Hastings, NE",29
"Brookings, SD",29
"Morrison, CO",29
"Phila, PA",29
"tempe, AZ",29
"Plainview, NY",29
"Oakdale, MN",29
"Omaha, MT",29
"Toluca Lake, CA",29
"Morris Plains, NJ",29
"Holliston, MA",29
"Clawson, MI",29
"Seguin, TX",29
"Melbourne Beach, FL",29
"Syosset, NY",29
"Williamstown, MA",29
"Winthrop, MA",29
"Cleburne, TX",29
"Woodstock, NY",29
"La Grange, IL",29
"Sherman, TX",29
"Chillicothe, OH",29
"Coventry, RI",29
"Brownsburg, IN",29
"Cortlandt Manor, NY",29
